1923.635106295625,2455.8248646516095
2072.65836918182,2448.9167851616744
2147.6706268989997,2450.816784034736
2267.493951094322,2460.8985447874525
2327.7703284190598,2490.5581004513824
2461.4188911294054,2452.3609218563656
2557.903320749706,2432.7159509400053
2698.664892177613,2396.175078587773
2766.8396806275014,2380.571327330783
2862.4977556595404,2352.2377561297244
2925.2895405089607,2334.35582624342
3034.899058685838,2262.4199827030357
3109.679173994887,2230.662323824628
3207.2200417872004,2209.1511743815963
3337.6055081422246,2141.474148751677
3267.0019173920614,2073.935626617248
3326.2143817612855,2044.2758015827626
3406.777127908931,1974.595209593389
3492.1972790358864,1895.9178216473874
3457.410782110105,1866.6872595541963
3513.4187775695855,1813.853250519116
3392.0081568858986,1727.2771430703292
3350.5394352945686,1699.3424848554741
3387.1445314286516,1665.2827294685876
3298.880962373981,1587.370432207124
3398.1850568417726,1502.342385288654
3485.991482681407,1474.3126403334372
3573.893418801355,1429.0897488396558
3697.9411922873005,1345.6419214223442
3814.1731549963993,1303.3487586281935
3906.382103956742,1245.323389007096
3786.594544323496,1185.1610523066774
3692.049575593598,1176.9598427821215
3649.472063429423,1188.8669806082125
3516.99703422041,1175.525269588587
